place_id,nama_wisata,kabupaten,provinsi,kabupaten_gmaps,provinsi_gmaps,kab_dari_teks,alamat_gmaps,lat_gmaps,lon_gmaps,status_gmaps
ChIJDxFgUGK_lC0RfnfCEZSWSLg,Pantai Dato Majene,Kabupaten Majene,Sulawesi Barat,Kabupaten Majene,Sulawesi Barat,nan,"Dusun Pangale, Baurung, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412",,,OK_TEXT
ChIJ_UdLPD8kvC0R2_gIi-1Tw1g,Hutan Mangrove Tongke-tongke,Kabupaten Sinjai,Sulawesi Selatan,Kabupaten Sinjai,Sulawesi Selatan,nan,"V72F+74V, Tongke-Tongke, Kec. Sinjai Tim., Kabupaten Sinjai, Sulawesi Selatan",,,OK_GEO
ChIJh5xJ6lWghzIRrNwzZv17Aig,GPI Waterpark,Kota Manado,Sulawesi Utara,Kota Manado,Sulawesi Utara,nan,"Griya Paniki Indah, Jl. Akasia, Paniki Bawah, Kec. Mapanget, Kota Manado, Sulawesi Utara",,,OK_GEO
ChIJJ-oTHJ-7lS0RJ5kYA1C2CEg,Kebun Raya Jompie Kota Parepare,Kota Parepare,Sulawesi Selatan,Kota Parepare,Sulawesi Selatan,nan,"2J3V+33G, Jl. Industri Kecil, Bukit Harapan, Kec. Soreang, Kota Parepare, Sulawesi Selatan 91100",,,OK_GEO
ChIJR03wwKEqeTIR3q4KVLC5JCY,Taman Wisata Tangga 2000,Kabupaten Gorontalo,Gorontalo,Kabupaten Gorontalo,Gorontalo,nan,"G345+Q3F, Pohe, Kec. Hulonthalangi, Kabupaten Gorontalo, Gorontalo 96133",,,OK_GEO
ChIJnfyr65_1ly0RzFB-XZlzBnc,Wisata Kuliner Kab.Kolaka,Kabupaten Kolaka Timur,Sulawesi Tenggara,Kabupaten Kolaka,Sulawesi Tenggara,nan,"WJM4+VMW, Wiskul, Kec. Kolaka, Sulawesi Tenggara 93511",,,OK_GEO
ChIJjzmSo5VshzIRZOrwfyBflGQ,Menara Alfa Omega,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"Jln. RAYA TOMOHON DEPAN MENARA ALFA OMEGA CENTURY MART LT.1, Kamasi, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441",,,OK_GEO
ChIJJz-L7CFUlC0R42WOTwjtfqw,Pantai Harapan Ammani,Kabupaten Pinrang,Sulawesi Selatan,Kabupaten Pinrang,Sulawesi Selatan,nan,"Pantai harapan ammani, Mattiro Tasi, Kec. Mattiro Sompe, Kabupaten Pinrang, Sulawesi Selatan 91261",,,OK_GEO
ChIJ91z60qd0hzIRBwNdza95res,CitraLand WaterPark Manado,Kota Manado,Sulawesi Utara,Kota Manado,Sulawesi Utara,nan,"CitraLand City of Blessings, Jl. Royal Mansion 2, Winangun Satu, Kec. Malalayang, Kota Manado, Sulawesi Utara",,,OK_GEO
ChIJx3134APzky0Rt5ZyBs6sgEU,Pango-Pango Makale,Kabupaten Tana Toraja,Sulawesi Selatan,Kabupaten Tana Toraja,Sulawesi Selatan,nan,"VR3H+RX5, Kelurahan Pasang, Kec. Makale Sel., Kabupaten Tana Toraja, Sulawesi Selatan 91815",,,OK_TEXT
ChIJMybIUEoTlC0R-9JZz4BETSc,Dante Pine,Kabupaten Enrekang,Sulawesi Selatan,Kabupaten Enrekang,Sulawesi Selatan,nan,"HQ3R+GVP, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",,,OK_GEO
ChIJu0mhuPKjhi0RLWlEswKsITw,Bukit Keles,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,nan,"3Q6X+CCF, Jl. Batu Gn., Bungin, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94711",,,OK_TEXT
ChIJH_NkN1aNmC0RsK9XNAWAtiw,CitraLand Waterpark,Kota Kendari,Sulawesi Tenggara,Kota Kendari,Sulawesi Tenggara,nan,"2G4P+5H3, Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93231",,,OK_GEO
ChIJAQAAAKxshzIRS0eiMlhjY4k,Bukit Doa Mahawu,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"8VX2+H2G, Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJoYrxBJtImC0RudCdBDvrAtI,Tugu Adipura,Kabupaten Konawe,Sulawesi Tenggara,Kabupaten Konawe,Sulawesi Tenggara,nan,"Jl. Abd Silondae No.656, Ambekairi, Kec. Unaaha, Kabupaten Konawe, Sulawesi Tenggara 93415",,,OK_GEO
ChIJoYmmdGzlvS0R539x44azkzI,Tanjung Pallette,Kabupaten Bone,Sulawesi Selatan,Kabupaten Bone,Sulawesi Selatan,nan,"G96W+V62, Jl. Tj. Raya No.1, Pallette, Kec. Tanete Riattang Tim., Kabupaten Bone, Sulawesi Selatan 90126",,,OK_GEO
ChIJpVexH3Tivi0R2gWAvWT_7HI,Benteng Somba Opu,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,Kabupaten Gowa,"Jl. Daeng Tata, Benteng Somba Opu, Kec. Barombong, Kota Makassar, Sulawesi Selatan 90224",,,TEXT_WIN
ChIJgZV-eIntky0RMLFusi_J-FY,Monumen Patung Lakipadada,Kabupaten Tana Toraja,Sulawesi Selatan,Kabupaten Tana Toraja,Sulawesi Selatan,nan,"VVW2+2VR, Bombongan, Kec. Makale, Kabupaten Tana Toraja, Sulawesi Selatan 91817",,,OK_TEXT
ChIJhY_QShzsiy0RKxokmswUvbk,Pantai Kampung Nelayan,Kota Palu,Sulawesi Tengah,Kota Palu,Sulawesi Tengah,nan,"Jl. Kaombona, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94118",,,OK_TEXT
ChIJlZej4947eTIR-jg3ec6DR9E,Monumen B.J. Habibie,Kabupaten Gorontalo,Gorontalo,Kabupaten Gorontalo,Gorontalo,nan,"JRXV+VX6, Jl. Trans Sulawesi, Tolotio, Kec. Tibawa, Kabupaten Gorontalo, Gorontalo 96251",,,OK_GEO
ChIJ6a6WZ6kCvy0RE9nL8dWbm_s,Monumen Mandala Pembebasan Irian Barat,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,nan,"Jl. Jend. Sudirman, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115",,,OK_GEO
ChIJT1VBZHk9vi0RznvGDmnILMg,Lappa Laona,Kabupaten Barru,Sulawesi Selatan,Kabupaten Barru,Sulawesi Selatan,nan,"CQP6+WHC, Harapan, Kec. Tanete Riaja, Kabupaten Barru, Sulawesi Selatan 90762",,,OK_GEO
ChIJHytM-PBqhzIRRnmSYV7rqdk,Danau Linow,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"Lahendong, Kec. Tomohon Sel., Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJMeMk7QjWvi0Rw_0UBpRgdNM,Pantai Topejawa Takalar,Kabupaten Takalar,Sulawesi Selatan,Kabupaten Takalar,Sulawesi Selatan,nan,"Topejawa, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92261",,,OK_GEO
ChIJ_wmqbxF1hzIRbJQd11yHsVA,Wisata Bahari Kawasan Megamas,Kota Manado,Sulawesi Utara,Kota Manado,Sulawesi Utara,nan,"Jl. Laksda John Lie, Titiwungan Utara, Kec. Sario, Kota Manado, Sulawesi Utara",,,OK_GEO
ChIJtezan8C8lS0RHuRG8Fw7kMg,Pantai Lumpue,Kota Parepare,Sulawesi Selatan,Kota Parepare,Sulawesi Selatan,nan,"Jl. Pinggir Laut No.18, Lumpue, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan 91123",,,OK_GEO
ChIJ_______bfjIRZ_Me_0s9EiU,Taman Laut Olele,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,nan,"Olele, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96553",,,OK_GEO
ChIJQyUDZ53VeDIRm2mp-Ohmsuo,WISATA TAMENDAO BEACH,Kota Gorontalo,Gorontalo,Kota Gorontalo,Gorontalo,Kabupaten Gorontalo,"Jl. R. Atje Slamet, Leato Utara, Kec. Kota Tim., Kota Gorontalo, Gorontalo 96133",,,TEXT_WIN
ChIJn3YGCWUYvi0Rtt1qKNSetmY,Permandian Lereng Hijau Bulu Dua,Kabupaten Soppeng,Sulawesi Selatan,Kabupaten Soppeng,Sulawesi Selatan,nan,"FRR3+474, Gattareng Toa, Kec. Mario Riwawo, Kabupaten Soppeng, Sulawesi Selatan 90862",,,OK_GEO
ChIJ6cLuMBoMhC0RNHktQSk3adc,Danau Paisu Pok Luk Panenteng,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Sulawesi Tengah,nan,"Luk Panenteng, Kec. Bulagi Utara, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94882",,,OK_TEXT
ChIJqT4eSZcShzIRzLAguxvcXb0,Puncak Tetetana Suluan,Kabupaten Minahasa,Sulawesi Utara,Kabupaten Minahasa,Sulawesi Utara,Kota Tomohon,"9VCQ+9Q3, Suluan, Kec. Tombulu, Kabupaten Minahasa, Sulawesi Utara",,,TEXT_WIN
ChIJ19ALlHPpmC0RLuiVH3QXZ40,Pantai Toronipa,Kabupaten Konawe,Sulawesi Tenggara,Kabupaten Konawe,Sulawesi Tenggara,nan,"Unnamed Road, Toronipa, Soropia, Kabupaten Konawe, Sulawesi Tenggara 93351",,,OK_GEO
ChIJqZoEpypavi0R0LkNhrEEeIE,Taman Purbakala Sumpang Bita,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,nan,"Balocci Baru, Kec. Balocci, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90661",,,OK_GEO
ChIJEcAsbmNCji0Rzqno5J5L3XY,Air Terjun Saluopa,Kabupaten Poso,Sulawesi Tengah,Kabupaten Poso,Sulawesi Tengah,nan,"6GXR+3M6, Leboni, Pamona Pusalemba, Kabupaten Poso, Sulawesi Tengah 94663",,,OK_TEXT
ChIJHz8emWvtmC0Rx1DjdMgopxU,Taman Teratai,Kota Kendari,Sulawesi Tenggara,Kota Kendari,Sulawesi Tenggara,nan,"2HM4+CJX, Jl. Edy Sabara, Punggaloba, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93122",,,OK_GEO
ChIJBbuY8lMdvy0RX39HvUEWA0E,RM Bahari,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,nan,"Jl. Yosep Latumahina No.18, Losari, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112",,,OK_GEO
ChIJ5-tJWokdvy0RsnxbtOGeFKM,Pantai Indah Bosowa,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,nan,"R9PQ+46G, Tj. Merdeka, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224",,,OK_GEO
ChIJZdZ_AkErfzIRdDGqZXqQu9o,Pantai Botutonuo,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,nan,"C4XG+MVQ Pantai Wisata Botutonuo, Botutonuo, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo",,,OK_GEO
ChIJA_o35qbivi0RJ9Fv-OayZBI,Wisata Malino,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"PRRV+XHR, Jl. Malino, Malino, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92174",,,OK_GEO
ChIJe2rKsqD2lS0RgVsbU_yoi0s,Permandian Alam Ompo,Kabupaten Soppeng,Sulawesi Selatan,Kabupaten Soppeng,Sulawesi Selatan,nan,"MV9J+FWW, Ompo, Kec. Lalabata, Kabupaten Soppeng, Sulawesi Selatan 90814",,,OK_GEO
ChIJq-X_cEN1hzIR79-BTLPE6go,Tokong Ban Hin Kiong,Kota Manado,Sulawesi Utara,Kota Manado,Sulawesi Utara,nan,"FRVV+HWW, Jl. D. I. Panjaitan, Calaca, Kec. Wenang, Kota Manado, Sulawesi Utara",,,OK_GEO
ChIJGz8OBM71iy0Rfj06_F5bFoo,Danau Tambing,Kabupaten Sigi,Sulawesi Tengah,Kabupaten Sigi,Sulawesi Tengah,nan,"M8F5+CH4, Jl. Poros Palu- Kulawi, Kota Pulu, Kabupaten Sigi, Sulawesi Tengah 94362",,,OK_TEXT
ChIJO5T96iAThzIRmynZFuGsfgY,Taman Wisata Puncak Rurukan Tomohon,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"8VRH+WXX, Rurukan Satu, Kec. Tomohon Tim., Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJ2wIX9_D1uy0RTcHldmcXYko,Apparallang,Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,nan,"FC7X+2W3, Dusun Kadien, Ara, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan",,,OK_GEO
ChIJAQAAAACLly0R_GFhfOb3sqk,Pantai Mandra Kolaka,Kabupaten Kolaka Timur,Sulawesi Tenggara,Kabupaten Kolaka,Sulawesi Tenggara,nan,"WHQR+JF9, Lamokato, Kec. Kolaka, Sulawesi Tenggara",,,OK_GEO
ChIJ24LRjditvi0RMCo2wEbI6Ek,Permandian Eremerasa Ermes bantaeng,Kabupaten Bantaeng,Sulawesi Selatan,Kabupaten Bantaeng,Sulawesi Selatan,nan,"G294+846, Desa, Kampala, Kec. Eremerasa, Kabupaten Bantaeng, Sulawesi Selatan 92415",,,OK_GEO
ChIJC5kz2gyfmC0RJ-cNwqLkfKs,Air Terjun Moramo,Kabupaten Konawe Selatan,Sulawesi Tenggara,Kabupaten Konawe Selatan,Sulawesi Tenggara,nan,"QPHW+M27, Sumber Sari, Kec. Moramo, Kabupaten Konawe Selatan, Sulawesi Tenggara 93891",,,OK_GEO
ChIJu0yujfdUuS0RuzNpcqpDVco,Pantai Marina Bantaeng,Kabupaten Bantaeng,Sulawesi Selatan,Kabupaten Bantaeng,Sulawesi Selatan,nan,"Baruga, Kec. Pajukukang, Kabupaten Bantaeng, Sulawesi Selatan 92561",,,OK_GEO
ChIJpS9GSL5shzIRD09tfzyjP64,Taman Kota Tomohon,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"8RGR+7MW, Paslaten Satu, Kec. Tomohon Tim., Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJ_ab0wUXivi0RHJOu2ATg7i4,Masjid Tua Al-Hilal Katangka,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,Kota Makassar,"Jl. Syech Yusuf No.57, Katangka, Kec. Somba Opu, Kabupaten Gowa, Sulawesi Selatan 92114",,,TEXT_WIN
ChIJZ3-Uft8lvC0Rq3k6Cmz66kQ,Benteng Balangnipa,Kabupaten Sinjai,Sulawesi Selatan,Kabupaten Sinjai,Sulawesi Selatan,nan,"Jl. Sungai Tangka, Balangnipa, Kec. Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92614",,,OK_GEO
ChIJ9y-rAu_jvi0R77EsNZ5ujJY,Bukit Samata,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"QFXW+MV5 Uin samata, Samata, Makassar, Kabupaten Gowa, Sulawesi Selatan 92113",,,OK_GEO
ChIJcUTohz_fvi0RO8LpKcUmkGE,Rumah Hijau Denassa,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"Jl. Borongtala No.58 A, Tamallayang, Kec. Bontonompo, Kabupaten Gowa, Sulawesi Selatan 92153",,,OK_GEO
ChIJ_XQdTJCzhzIRf38NlUjEzck,Pantai Pulisan Sulawesi Utara,Kabupaten Minahasa Utara,Sulawesi Utara,Kabupaten Minahasa Utara,Sulawesi Utara,nan,"Pulisan, Kec. Likupang Tim., Kabupaten Minahasa Utara, Sulawesi Utara",,,OK_GEO
ChIJ81_z1moreTIRexN-2rpoP8I,Planet Waterboom,Kota Gorontalo,Gorontalo,Kota Gorontalo,Gorontalo,Kabupaten Gorontalo,"Limba U Dua, Kota Sel., Kota Gorontalo, Gorontalo 96138",,,TEXT_WIN
ChIJkxx8dOVekS0R2ys7p7SnL7g,Pantai Labombo,Kota Palopo,Sulawesi Selatan,Kota Palopo,Sulawesi Selatan,nan,"X6X8+C5F, Salekoe, Kec. Wara Tim., Kota Palopo, Sulawesi Selatan 91921",,,OK_GEO
ChIJe0tQtOa7lS0R2GAIPAytN54,Anjungan Cempae,Kota Parepare,Sulawesi Selatan,Kota Parepare,Sulawesi Selatan,nan,"Watang Soreang, Kec. Soreang, Kota Parepare, Sulawesi Selatan 91132",,,OK_GEO
ChIJA0kKqiS6hi0RuLFU4rJwXl8,Air Terjun Salodik,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,nan,"Jl. Trans Sulawesi, Salodik, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94716",,,OK_TEXT
ChIJl82S9TKDgDIRILgGDTa_scE,Pantai Jiko / Patokan,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,nan,"JH98+967, Nuangan, Kec. Nuangan, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara",,,OK_GEO
ChIJ1TbgjsKliC0RdM5c5qajz8k,Permandian Malotong,Kabupaten Tojo Una-Una,Sulawesi Tengah,Kabupaten Tojo Una-Una,Sulawesi Tengah,nan,"Jl. Sam Ratulangi No.45, Malotong, Kec. Ampana Kota, Kabupaten Tojo Una-Una, Sulawesi Tengah 94683",,,OK_GEO
ChIJxT46hx1NlC0RO9Nn6zNIr4Y,Pinrang Waterboom,Kabupaten Pinrang,Sulawesi Selatan,Kabupaten Pinrang,Sulawesi Selatan,nan,"Jl. Basuki Rahmat, Macorawalie, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91212",,,OK_GEO
ChIJBYBFbl0vvi0R4M4YozpgbJ0,Pantai Laguna,Kabupaten Barru,Sulawesi Selatan,Kabupaten Barru,Sulawesi Selatan,nan,"GH4V+XJ2, Pao-Pao, Kec. Tanete Rilau, Kabupaten Barru, Sulawesi Selatan 90761",,,OK_GEO
ChIJSXBr4pv_uy0RldvDggWfGg0,Hutan Kota Bulukumba,Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,nan,"C5RX+V8X, Terang-Terang, Kec. Ujung Bulu, Kabupaten Bulukumba, Sulawesi Selatan",,,OK_GEO
ChIJoefGjHszoS0RRZbKItzZJ2k,Goa Air Kontamale,Kabupaten Wakatobi,Sulawesi Tenggara,Kabupaten Wakatobi,Sulawesi Tenggara,nan,"MGJM+QW2, Jl. Poros Wandoka Lingk. Teekosapi, Pongo, Kec. Wangi-Wangi, Kabupaten Wakatobi, Sulawesi Tenggara 93791",,,OK_GEO
ChIJXSGc16O7iy0RRvWDmWC7jas,Pantai Bonebula,Kabupaten Donggala,Sulawesi Tengah,Kabupaten Donggala,Sulawesi Tengah,nan,"Unnamed Road, Towale, Banawa Tengah, Donggala Regency, Central Sulawesi 94351",,,OK_GEO
ChIJga-116_rdTIRWxyR3FGPBO0,Pantai Bambahano,Kabupaten Donggala,Sulawesi Tengah,Kabupaten Donggala,Sulawesi Tengah,nan,"6R9X+9X8, Malonas, Damsol, Kabupaten Donggala, Sulawesi Tengah 94356",,,OK_GEO
ChIJsZOU3EcOpC0RPSmqo-GnCkU,Wisata Kali Biru,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,nan,"FRPR+4M4, Jl. Pangeran Limboro, Banabungi, Kec. Ps. Wajo, Kabupaten Buton, Sulawesi Tenggara 93754",,,OK_GEO
ChIJRyVvVcz9vi0R95nuXzlghno,Wisata Mangrove Lantebung,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,nan,"Jl. Lantebung, Bira, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90243",,,OK_GEO
ChIJ5TNelQsdvy0REm7ELucBeTE,Anjungan Pantai Losari,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,nan,"VC44+GX6, Losari Kec. Ujung Pandang, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113",,,OK_GEO
ChIJpaA-Me1thzIRK7gCSxQ_NqM,Kai'santi Garden,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"Jl. Woloan Kayawu, Woloan Dua, Kec. Tomohon Bar., Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJHTPJTWcVhzIR0b2xciddy-Q,Benteng Moraya,Kabupaten Minahasa,Sulawesi Utara,Kabupaten Minahasa,Sulawesi Utara,nan,"7WR5+795, Tuutu, Kec. Tondano Bar., Kabupaten Minahasa, Sulawesi Utara",,,OK_TEXT
ChIJe2EfJ-DCky0RYtrWoFcMd9g,Museum Ne' Gandeng,Kabupaten Toraja Utara,Sulawesi Selatan,Kabupaten Toraja Utara,Sulawesi Selatan,nan,"3WCX+59J Malakiri, Tagari, Kec. Balusu, Kabupaten Toraja Utara, Sulawesi Selatan 91853",,,OK_GEO
ChIJ74EgxVxPlC0REheBsEXVBLQ,Bendung Benteng,Kabupaten Pinrang,Sulawesi Selatan,Kabupaten Pinrang,Sulawesi Selatan,nan,"8M6G+RPF, Sungai Sadang, Benteng, Kec. Patampanua, Kabupaten Pinrang, Sulawesi Selatan 91252",,,OK_GEO
ChIJ32l--ET9vi0RLYLutp0lvcI,Monumen Korban 40.000 Jiwa,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,nan,"Jalan Korban 40000 Jiwa, Wala-Walaya, La'latang, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90214",,,OK_GEO
ChIJnW7EdJz7vi0RTx9wyyJUsik,Maros Highland,Kabupaten Maros,Sulawesi Selatan,Kabupaten Maros,Sulawesi Selatan,nan,"Dusun Salu, Pattontongan, Kec. Mandai, Kabupaten Maros, Sulawesi Selatan 90552",,,OK_GEO
ChIJDYKwRtGjhi0RigaDto7dyOE,Air Terjun Pialaa,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,nan,"3Q2C+22W, Hanga-Hanga, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94713",,,OK_TEXT
ChIJIQC_mAJrhzIRGAnCykFVwa8,Narwastu Hills Resort,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"Jl. Wawo, Matani III, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441",,,OK_GEO
ChIJ76y0hv7zuy0RVghGCm1cCwc,"Pantai Bara, Bulukumba",Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,nan,"Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571",,,OK_GEO
ChIJXyB9ZJG7iy0RvO9mLncEzX0,Pusat Laut Donggala,Kabupaten Donggala,Sulawesi Tengah,Kabupaten Donggala,Sulawesi Tengah,nan,"Towale, Kec. Banawa Tengah, Kabupaten Donggala, Sulawesi Tengah 94351",,,OK_GEO
ChIJMyGIk06gizIRLuoDyhLtnd0,Pulau Sangihe,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Kabupaten Kepulauan Sangihe,Sulawesi Utara,nan,"Kabupaten Kepulauan Sangihe, Sulawesi Utara",,,OK_TEXT
ChIJ16IiUgFrhzIRAOgrDEF3c-g,Wisata Hutan Pinus Dan Pemandian Air Panas,Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,nan,"7RMF+J7C, Jalan Lahendong, Lahendong, Kec. Tomohon Sel., Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJC4Kf8qjBky0RBzhiCIHQC9s,Pongtorra - Puncak Tertinggi Lolai,Kabupaten Toraja Utara,Sulawesi Selatan,Kabupaten Toraja Utara,Sulawesi Selatan,nan,"3R7V+868, Sikuku, Kec. Kapala Pitu, Kabupaten Toraja Utara, Sulawesi Selatan 91854",,,OK_GEO
ChIJy5feM_mmiC0RgL92kGk4XZg,Taman JH Ampana,Kabupaten Tojo Una-Una,Sulawesi Tengah,Kabupaten Tojo Una-Una,Sulawesi Tengah,nan,"4HMG+9JH, Uentanaga Bawah, Kec. Ampana Kota, Kabupaten Tojo Una-Una, Sulawesi Tengah 94683",,,OK_GEO
ChIJj5DCgy3qlS0RspI9KN0UHiw,Rumah Adat Sao Mario,Kabupaten Soppeng,Sulawesi Selatan,Kabupaten Soppeng,Sulawesi Selatan,nan,"VV7C+R6C, jl.poros, pangkajenne-soppeng, Laringgi, Kec. Marioriawa, Kabupaten Soppeng, Sulawesi Selatan 90852",,,OK_GEO
ChIJ81_Pc-rtiy0RTIPc4fpO97c,Hutan Taman kota,Kota Palu,Sulawesi Tengah,Kota Palu,Sulawesi Tengah,nan,"4VHH+R9Q, Jl. Jabal Nur, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94118",,,OK_TEXT
ChIJIYZJGMmQvi0RqD5iv2oEcoM,Air Terjun Bantimurung Gallang,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,nan,"Pao, Kec. Tombolo Pao, Kabupaten Gowa, Sulawesi Selatan",,,OK_GEO
ChIJGX4zuJxfkS0R8U-CRGObz5Q,Lapangan Pancasila palopo,Kota Palopo,Sulawesi Selatan,Kota Palopo,Sulawesi Selatan,nan,"Baso Rahim, Kantor DPRD, Jl. Andi Tadda No.2, Tompotika, Kec. Wara, Kota Palopo, Sulawesi Selatan 91921",,,OK_GEO
ChIJp_O_bzLIlS0Rp3cjhcdCpn0,Taman Usman Isa,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Kabupaten Sidenreng Rappang,Sulawesi Selatan,nan,"Jl. Jenderal Ahmad Yani, Pangkajene, Kec. Maritengngae, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91611",,,OK_GEO
ChIJPygZ5RCIlC0RL4APYmw2B5w,Wisata Alam Salu Pajaan,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,nan,"HCM3+HH9, Batetangnga, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat 91312",,,OK_GEO
ChIJP5KgYqUCvy0RIg7X3JnjBKA,Museum Kota Makassar,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,nan,"Jl. Balaikota No.11, Baru, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90171",,,OK_GEO
ChIJrVwCBpwBhzIRd1XNAVltn-M,Patung Cakalang Bitung,Kota Bitung,Sulawesi Utara,Kota Bitung,Sulawesi Utara,nan,"C5WG+3CF, Bitung Bar. Satu, Kec. Maesa, Kota Bitung, Sulawesi Utara",,,OK_GEO
ChIJFy95csPtmC0RxywHaTQBGdg,Wisata Anjungan Teluk Kendari,Kota Kendari,Sulawesi Tenggara,Kota Kendari,Sulawesi Tenggara,nan,"Jl. Ir. H. Alala, Tipulu, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara",,,OK_TEXT
