nama_wisata,alamat,kabupaten,provinsi,deskripsi_wisata,sumber_deskripsi
Pongtorra - Puncak Tertinggi Lolai,"3R7V+868, Sikuku, Kec. Kapala Pitu, Kabupaten Toraja Utara, Sulawesi Selatan 91854, Indonesia",Kabupaten Toraja Utara,Sulawesi Selatan,"Sumber Gambar: Owner Wisata PongTorra' Jika berbicara soal Toraja tidak akan pernah habis untuk diulas, Pesona keindahan alamnya dari hari ke hari membuat setiap wisatawan jatuh cinta setengah mati. Ingat tagline yang sempat ngetrend di social media ""Jangan Mati Dulu, Sebelum Ke Toraja"" mengapa? Karena Toraja menyimpan Surga Dunia yang sangat.. sangat.. sayang jika tidak anda nikmati. Libur lebaran kemarin, adalah saksi sebesar apa daya tarik Pariwisata Toraja di mata Masyarakat Indonesia. Kemarin, Lolai sempat macet Total. Kete Kesu' pun begitu, dan beberapa tempat wisata lainnya. Banyaknya...",https://www.kompasiana.com/eunikepakiding/595af9b2b9aa8b40f232f524/selamat-datang-di-pongtorra-toraja-bersiaplah-jatuh-cinta-di-5000-kaki-di-atas-permukaan-laut
Taman JH Ampana,"4HMG+9JH, Uentanaga Bawah, Kec. Ampana Kota, Kabupaten Tojo Una-Una, Sulawesi Tengah 94683, Indonesia",Kabupaten Tojo Una-Una,Sulawesi Tengah,"Madrasah pendidikan ini diberi nama Al-Hidayah yang mana memiliki kesamaan dengan madrasah yang telah dibangun oleh dua bersaudara, Habib Ali Alhabsyi dan Habib Abdollah Alhabsyi di Tojo Una-Una, Ampana.",https://pariwisata.sultengprov.go.id/data-pariwisata/daya-tarik-wisata/dtw-kota-palu/216-wisata-religi-kota-palu-guru-tua-tokoh-pendidikan-agama-islam-yang-bangkitkan-pendidikan-di-indonesia-timur.html
Rumah Adat Sao Mario,"jl.poros, VV7C+R6C, pangkajenne-soppeng, Laringgi, Kec. Marioriawa, Kabupaten Soppeng, Sulawesi Selatan 90852, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,"Rumah adat Sao Mario berada di Kelurahan Manorang Salo, Marioriawa, Soppeng . Rumah adat Sao Mario didirikan di Batu-Batu, Marioriawa, Soppeng yang berada di sebelah Barat Kelurahan Manorang Salo diatas tanah seluas 12 hektar pada tahun 1990. [ 3 ] Batu-Batu adalah nama salah satu kelurahan yang terletak di Kecamatan Marioriawa, Kabupaten Soppeng.",https://id.wikipedia.org/wiki/Rumah_adat_Sao_Mario
Hutan Taman kota,"4VHH+R9Q, Jl. Jabal Nur, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94118, Indonesia",Kota Palu,Sulawesi Tengah,Di dalam Sou Raja kamu juga bisa menemukan berbagai barang yang dulunya digunakan oleh pemimpin Kota Palu di masa lalu ini. Akan ada seorang guide yang akan memandu kamu untuk mengelilingi Sou Raja. Lingkungan di sekitar Sou Raja juga memiliki pemandangan yang lumayan apik sehingga kamu dapat menikmatinya lewat Sou Raja.,https://www.oyorooms.com/travel-guide/id/tempat-wisata-palu/
Air Terjun Bantimurung Gallang,"Pao, Kec. Tombolo Pao, Kabupaten Gowa, Sulawesi Selatan, Indonesia",Kabupaten Gowa,Sulawesi Selatan,"Keindahan ini hanya bisa dijumpai di Air Terjun Bantimurung Gallang, di Dusun Pao, Desa Pao, Kecamatan Tombolopao. Air Terjun di Gowa ini berhasil memikat wisatawan dengan pemandangan eloknya. Masih hijau alami dengan banyak pepohonan di sekelilingnya.",https://smartcity.gowakab.go.id/wisata_alam/air-terjun-bantimurung-gallang/11
Lapangan Pancasila palopo,"Kantor DPRD, Baso Rahim, Jl. Andi Tadda No.2, Tompotika, Kec. Wara, Kota Palopo, Sulawesi Selatan 91921, Indonesia",Kota Palopo,Sulawesi Selatan,"Kota Palopo memiliki sejumlah tempat yang asik buat ngabuburit. Nah, detikers yang ada di Kota Palopo, bisa mengunjungi tempat-tempat tersebut untuk menunggu waktu berbuka puasa.",https://www.detik.com/sulsel/palopo/d-7251162/8-rekomendasi-tempat-ngabuburit-di-palopo-yang-asik-dan-seru
Taman Usman Isa,"Jl. Jenderal Ahmad Yani, Pangkajene, Kec. Maritengngae, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91611, Indonesia",Kabupaten Sidenreng Rappang,Sulawesi Selatan,"Taman Usman Isa salah satu taman yang unik di Kabupaten Sidrap , Sulawesi Selatan yang menjadi tempat olahraga favorit dan memiliki banyak spot selfie yang keren.",https://www.celebes.co/taman-usman-isa-sidrap
Wisata Alam Salu Pajaan,"HCM3+HH9, Batetangnga, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat 91312, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,"POLEWALI MANDAR, KOMPAS.com – Obyek wisata alam Salupajaan menjadi salah satu destinasi wisata favorit warga Polewali Mandar di hari libur Lebaran.",https://travel.kompas.com/read/2018/06/21/101000727/libur-lebaran-wisata-salupajaan-jadi-pilihan-wisata-favorit-warga-polman
Museum Kota Makassar,"Jl. Balaikota No.11, Baru, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90171, Indonesia",Kota Makassar,Sulawesi Selatan,"Wisata edukasi di Makassar, Sulawesi Selatan , sangat bermanfaat untuk dikunjungi agar menambah wawasan tentang berbagai hal. Mulai dari sejarah perkotaan, kisah pahlawan, hingga seni dan kebudayaan.",https://sulsel.idntimes.com/travel/destination/wisata-edukasi-di-makassar-4-tempat-rekomendasi-untuk-dikunjungi-00-4fksm-rpsjmb
Patung Cakalang Bitung,"C5WG+3CF, Bitung Bar. Satu, Kec. Maesa, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,"English: Tuna Monument, Bitung, North Sulawesi. Bahasa Indonesia: Monumen Ikan Cakalang. Tanggal. 21 Juli 2009.",https://id.wikipedia.org/wiki/Berkas:Patung_Ikan_Cakalang_Bitung_North_Sulawesi.JPG
Wisata Anjungan Teluk Kendari,"Jl. Ir. H. Alala, Tipulu, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara, Indonesia",Kota Kendari,Sulawesi Tenggara,"KOMPAS.com - Kendari merupakan sebuah kota yang unik lantaran memiliki teluk, yakni Teluk Kendari. Ibu kota Provinsi Sumatera Tenggara ini, memiliki beragam destinasi wisata yang menarik untuk dikunjungi.",https://travel.kompas.com/read/2023/08/22/233257727/25-tempat-wisata-kendari-lengkap-ada-pantai-dan-bukit
Kebun Binatang Tandurusa,"F646+2Q9, Aertembaga Dua, Aertembaga, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,"Sulawesi Utara tidak hanya dikenal dengan keindahan bawah laut Bunaken atau pesona pegunungan di Tomohon. Di jantung Kota Bitung, tepatnya di Kelurahan Tandurusa, Kecamatan Aertembaga, terdapat sebuah destinasi rekreasi edukatif yang menawarkan pengalaman unik bertemu dengan satwa-satwa langka penghuni Pulau Sulawesi. Taman Marga Satwa Tandurusa bukan sekadar kebun binatang biasa; ia adalah jendela konservasi yang memperkenalkan kekayaan biodiversitas Wallacea kepada dunia.",https://www.geokepo.id/id/lokasi/bitung/taman-marga-satwa-tandurusa
Masjid Arqam Baburahman,"4V83+9HC, Jl. Cumi-Cumi, Lere, Kec. Palu Bar., Kota Palu, Sulawesi Tengah 94111, Indonesia",Kota Palu,Sulawesi Tengah,"Masjid Arqam Baburahman ( bahasa Arab : مسجد أرقم بابرحمان ) atau yang lebih dikenal dengan Masjid Terapung Palu [ 1 ] [ 2 ] ( bahasa Arab : المسجد العائم فلو ) adalah sebuah masjid bersejarah yang berada di pesisir Teluk Palu , Kota Palu , Provinsi Sulawesi Tengah , Indonesia , dekat dengan Pantai Talise . [ 3 ] Masjid ini dibangun pada tanggal 19 Januari 2011 dan selesai pada awal tahun 2012. Pada 28 September 2018, masjid ini rusak berat dan tenggelam sebagian akibat gempa bumi dan tsunami yang melanda di Pulau Sulawesi . [ 4 ] Hingga tahun 2022, masjid ini mulai dibangun kembali. [ 5 ]",https://id.wikipedia.org/wiki/Masjid_Arqam_Baburahman
Menralo Beach & Resort,"Dusun Menralo, Wiringtasi, Kabupaten Pinrang",Kabupaten Pinrang,Sulawesi Selatan,"Bila kamu ke Kabupaten Pinrang, bakal kurang lengkap bila tak mengunjungi salah satu destinasi wisata baharinya, Menralo Beach and Resort . Menralo adalah spot wisata terbaru di Pinrang, Provinsi Sulawesi Selatan yang resmi dibuka pada April 2021 lalu.",https://www.idntimes.com/travel/destination/potret-menralo-beach-resort-di-pinrang-c1c2-01-432rm-2sxlgj
Permandian Taman Wisata Rita,"Bonto Kanang, Kec. Galesong Sel., Kabupaten Takalar, Sulawesi Selatan, Indonesia",Kabupaten Takalar,Sulawesi Selatan,"Kabupaten Takalar memiliki berbagai tempat wisata yang menarik untuk dikunjungi. Tempat wisata yang ada di Takalar sebagian besar merupakan wisata alam seperti pantai, pulau, hingga wisata sejarah.",https://www.detik.com/sulsel/wisata/d-6503703/14-tempat-wisata-di-takalar-yang-populer-dan-menarik-dikunjungi
Sou Raja Cagar Budaya Banua Oge,"4V64+C98, Jl. Pangeran Hidayat, Lere, Kec. Palu Bar., Kota Palu, Sulawesi Tengah 94221, Indonesia",Kota Palu,Sulawesi Tengah,"Souraja ini merupakan sisa-sisa bangunan peninggalan Kerajaan Palu waktu itu yang dibangun oleh Raja Palu yang kepemilikannya selalu berganti . Souraja adalah Istana Raja Palu, karena sejak didirikannya bangunan ini ditempati oleh Raja-Raja Palu dan keluarganya silih berganti oleh keluarganya. Kepemilikan bangunan ini pun berlaku secara turun-temurun.",https://palukota.go.id/sou-raja-banua-oge-istana-raja-palu/
Taman Nasional Kepulauan Togean,"HV7X+VXP, Wakai, Sulawesi Tengah, Indonesia",Kabupaten Tojo Una-Una,Sulawesi Tengah,"Tojo Una-una (ANTARA) - Taman Wisata Kepulauan Togean di Kabupaten Tojo Una-una, Provinsi Sulawesi Tengah menyimpan kekayaan hayati, hewani, terutama bawah laut yang begitu melimpah dan indah yang tersebar di 454 pulaunya.",https://www.antaranews.com/berita/1156388/kepulauan-togean-destinasi-wisata-potensial-yang-kurang-sentuhan
Pantai Tanjung Layar Putih,"Unnamed Road, Tanjung Merdeka, Tamalate, Makassar City, South Sulawesi 90225, Indonesia",Kota Makassar,Sulawesi Selatan,"Kalau kamu pengin main ke pantai dengan pasir putih, Pantai Tanjung Bira adalah pilihan yang tepat. Meski agak jauh dari Kota Makassar, pantai ini tetap harus masuk ke dalam bucket list kamu.",https://www.bluebirdgroup.com/blog/7-pantai-di-makassar-yang-wajib-masuk-bucket-list-liburan-kamu?lang=en
Desa Wisata Budo,"Unnamed Road, Budo, Wori, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Utara,Sulawesi Utara,"Jalan Wori-Likupang Unnamed Road, Budo, Wori, Kabupaten Minahasa Utara, Sulawesi Utara Sulawesi Utara Phone: +1 5589 55488 55 Email: info@example.com",https://desabudo.com/wisata
Gunung Latimojong,"Gunung Latimojong, To'lajuk, Kec. Latimojong, Kabupaten Luwu, Sulawesi Selatan, Indonesia",Kabupaten Luwu,Sulawesi Selatan,"Terletak di kaki Gunung Latimojong dengan ketinggian 640 meter di atas permukaan laut (MDPL), air terjun ini baru resmi diperkenalkan sebagai objek wisata oleh Pemerintah Kabupaten Luwu pada 2016.",https://www.sulawesipos.com/travel/2026/03/26/eksplorasi-air-terjun-sarambu-massiang-di-kaki-gunung-latimojong-luwu/
Donggala Tanjung Karang Beach,"9P3Q+JMV, Labuan Bajo, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",Kabupaten Donggala,Sulawesi Tengah,"Di kalangan masyarakat Sulawesi Tengah khususnya di Kota Palu, Pantai Tanjung Karang yang berlokasi di Kabupaten Donggala merupakan salah satu tempat wisata yang cukup familiar bahkan telah banyak dikunjungi wisatawan mancanegara khususnya dari Eropa dan Australia. Setiap tahunnya, kunjungan turis domestik maupun internasional dari berbagai daerah dan Negara mengalami peningkatan yang signifikan setiap tahunnya untuk sekedar menikmati indahnya hamparan pantai pasir putih ataupun untuk melakukan aktivitas snorkling/diving di area Pantai Tanjung Karang.",https://pariwisata.sultengprov.go.id/data-pariwisata/daya-tarik-wisata/dtw-kabupaten-donggala/73-pantai-tanjung-karang.html
Kuburan Batu Lemo,"XV4G+XWW, Lemo, Kec. Makale Utara, Kabupaten Tana Toraja, Sulawesi Selatan 92119, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,"Torajachannel.com, Makale Utara –Sebanyak 182 wisatawan mancanegara mengunjungi objek wisata kuburan batu Lemo, yang terletak di Kecamatan Makale Utara, pada Selasa (1/7/2025).",https://www.torajachannel.com/berita-tana-toraja/kuburan-batu-lemo-jadi-magnet-wisata-ratusan-turis-asing-nikmati-pesona-budaya-toraja/
Kebun Raya Massenrempulu,"Jl. Poros Sidrap Endrekang Tator KM.22, Karrang, Kec. Cendana, Kabupaten Enrekang, Sulawesi Selatan 91711, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,"Kebun Raya Massenrempulu adalah kebun raya yang terletak di Desa Batu Mila, Kecamatan Maiwa, Kabupaten Enrekang , Sulawesi Selatan . Kebun raya ini berfungsi sebagai kawasan konservasi tumbuhan, penelitian, pendidikan, sekaligus objek wisata daerah [ 1 ] yang mendukung aspek pemberdayaan sosial budaya ekonomi masyarakat lokal.",https://id.wikipedia.org/wiki/Kebun_Raya_Massenrempulu
Pantai Marumasa,"CFF5+VQ2, Darubiah, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,"Pantai Marumasa. Jan 12, 2020. admin. Objek wisata ini terletak di Desa Darubiah, Kecamatan Bonto Bahari. Ada banyak spot selfie yang cocok untuk menghiasi profil Instagram kamu di sini. Garis pantai berwarna putih dan gradasi warna biru lautnya terlihat menawan.",https://www.bulukumbakab.go.id/rubrik/pantai-marumasa
Patung Bogani,"P8Q9+X3X, Jalan Ratahan, Kotamobagu, Kec. Kotamobagu Bar., Kota Kotamobagu, Sulawesi Utara 95716, Indonesia",Kota Kotamobagu,Sulawesi Utara,"Patung ikonik Kota Kotamobagu ini sangatlah strategis keberadaannya, berada di tengah persimpangan jalan, sehingga selalu ramai dilewati pengunjung dan masyarakat.",https://resort.co.id/tempat-wisata-kota-kotamobagu/
Pantai Bolihutuo,"Bolihutuo, Kec. Botumoito, GORONTALO, Gorontalo 96264, Indonesia",Kota Gorontalo,Gorontalo,"Keindahan alam merupakan salah satu hal yang menjadi daya tarik wisata di Indonesia. Salah satu keindahan alam yang sangat unggul di Indonesia adalah pantai. Jika Anda berkesempatan mengunjungi Provinsi Gorontalo, Anda harus mengunjungi salah satu pantai yang sangat indah yaitu Pantai Bolihutuo. Pantai yang terletak tidak terlalu jauh dari pusat kota Gorontalo ini akan menyuguhkan Anda pemandangan yang indah. Hamparan pasir putih dapat membuat Anda terkesima dengan pemandangan yang ada. Saat sedang menempuh perjalanan ke pantai ini juga Anda akan dapat menemukan banyak tempat penjual makanan...",https://www.travelio.com/gorontalo/pantai-bolihutuo
Taman Cekkeng Bulukumba,"C6W3+JF2 Taman Cekkeng, Ela-Ela, Kec. Ujung Bulu, Kabupaten Bulukumba, Sulawesi Selatan, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,"Taman Cekkeng terletak di Kelurahan Ela-Ela, Kecamatan Ujung Bulu, Kabupaten Bulukumba , tepatnya di kawasan pesisir yang berdekatan dengan Pasar Cekkeng. Taman ini menjadi salah satu ruang terbuka hijau favorit warga kota untuk bersantai, terutama pada sore hari dan akhir pekan. Daya tarik utamanya adalah posisinya yang strategis menghadap langsung ke laut, memungkinkan pengunjung menikmati angin sepoi-sepoi dan pemandangan laut lepas sembari beraktivitas di area taman yang asri.",https://disparpora.bulukumbakab.go.id/portofolio/taman-cekkeng/
Tanjung Bira,"Tanjung Bira, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,"Makassar, IDN Times - Tanjung Bira merupakan sebuah surga tersembunyi di ujung selatan-timur Provinsi Sulawesi Selatan . Kawasan itu terletak di Desa Bira, Kecamatan Bonto Bahari, Kabupaten Bulukumba.",https://sulsel.idntimes.com/travel/destination/12-destinasi-wisata-di-tanjung-bira-primadona-di-selatan-sulawesi-00-lm183-qtj25r
Pantai Ujung Batu,"HJR2+MPF, Jl. Ladullah, Sumpang Binangae, Kec. Barru, Kabupaten Barru, Sulawesi Selatan 90712, Indonesia",Kabupaten Barru,Sulawesi Selatan,Pantai Ujung Batu menjadi salah satu tempat wisata favorit di Kabupaten Barru karena menawarkan pemandangan alam yang menawan dan fasilitas yang cukup lengkap.,https://travel.tribunnews.com/2025/08/13/harga-tiket-masuk-pantai-ujung-batu-di-barru-sulawesi-selatan-panduan-rute-dari-makassar
Taman Cinta Palleko,"1, Jl. Hj Manila Dg Pati Palleko, Malewang, Kec. Polombangkeng Utara, Kabupaten Takalar, Sulawesi Selatan 92221, Indonesia",Kabupaten Takalar,Sulawesi Selatan,Tampilkan peta Sulawesi. Kabupaten Takalar di Indonesia.Manongkoki. Mattompodalle. Palleko. Panrannuangku.,https://id.wikipedia.org/wiki/Kabupaten_Takalar
Parangloe Waterfall,"QMC7+F7P, Belapunranga, Kec. Parangloe, Kabupaten Gowa, Sulawesi Selatan 92173, Indonesia",Kabupaten Gowa,Sulawesi Selatan,Salah satu tempat wisata di Gowa adalah Air Terjun Parangloe. Air Terjun Parangloe memiliki keistimewaan tersendiri dari air terjun lainnya. Susunan bebatuan yang unik menjadikan daya tarik tersendiri. Disini Anda dapat menikmati keindahan alam dan sejuknya suasana. Selain itu air di Air Terjun Parangloe sangatlah jernih.,https://smartcity.gowakab.go.id/wisata_alam/air-terjun-parangloe/16
Celebes Canyon,"FPX8+MG7, Libureng, Kec. Tanete Riaja, Kabupaten Barru, Sulawesi Selatan 90762, Indonesia",Kabupaten Barru,Sulawesi Selatan,"Lagi cari tempat wisata alam yang seru dan beda buat libur Lebaran Idul Adha? Celebes Canyon di Barru, Sulawesi Selatan (Sulsel) bisa jadi pilihan menarik buat kamu yang ingin menikmati panorama alam tanpa harus ke tempat yang terlalu ramai.",https://www.detik.com/sulsel/berita/d-7937605/celebes-canyon-barru-alternatif-wisata-untuk-libur-lebaran-idul-adha
Monumen Bambu Runcing Rappang,"5R48+CF6, Rappang, Kec. Panca Rijang, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91651, Indonesia",Kabupaten Sidenreng Rappang,Sulawesi Selatan,"Monumen Bambu Runcing Rappang adalah sebuah monumen bersejarah dan landmark publik yang terletak di Kelurahan Rappang, Kecamatan Panca Rijang, Kabupaten Sidenreng Rappang, Provinsi Sulawesi Selatan, Indonesia . Monumen ini tidak hanya menjadi simbol perjuangan rakyat Indonesia pada masa lalu, tetapi juga menjadi ruang publik yang ramai dikunjungi oleh warga lokal maupun wisatawan.",https://sites.google.com/view/kelurahanrappang/sarana-dan-prasarana-lainnya
Pantai Nambo,"Pantai Nambo, Nambo, Abeli, Kendari City, South East Sulawesi 93238, Indonesia",Kota Kendari,Sulawesi Tenggara,"Pantai Nambo adalah salah satu pantai yang terdapat di wilayah Kota Kendari , Sulawesi Tenggara . [ 1 ] Pantai ini terletak kurang lebih 12 km ke arah selatan dari Kota Kendari. [ 1 ] Untuk sampai ke pantai tersebut pengunjung dapat menempuhnya melalui jalur darat dengan menggunakan mobil maupun sepeda motor . [ 1 ] Selain dengan menempuh jalur darat, Pantai Nambo juga dapat dijangkau dengan menyusuri Teluk Kendari menggunakan perahu tradisional ketingting (kole-kole), yang biasanya memakan waktu sekitar 15 menit. [ 1 ]",https://id.wikipedia.org/wiki/Pantai_Nambo
Pantai Batuangus,"G66W+738, Kasawari, Aertembaga, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,"Pada 24 Desember 1981 , Surat Keputusan Menteri Pertanian No. 1049/Kpts/Um/12/81 menetapkan kawasan ini sebagai Cagar Alam Gunung Tangkoko Batuangus. [ 5 ] Surat keputusan yang sama menetapkan kawasan seluas 615 hektare di antara Cagar Alam Tangkoko dan Kelurahan Batuputih [ 6 ] sebagai Taman Wisata Batuputih, [ 7 ] [ 6 ] dan kawasan seluas 635 hektare di antara Cagar Alam Tangkoko dan Desa Kasawari sebagai Taman Wisata Alam Batuangus. [ 6 ]",https://id.wikipedia.org/wiki/Cagar_Alam_Gunung_Tangkoko_Batuangus
Taman Purbakala Batu Pake Gojeng,"Jl. Veteran, Biringere, Kec. Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92611, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,"Taman Purbakala Batu Pake Gojeng memiliki pemandangan Kota Sinjai, pohon rindang, gazebo Instagramable, pemandian tua, dan rumah adat.",https://sulsel.idntimes.com/travel/destination/5-tempat-wisata-paling-hits-di-sinjai-ada-taman-purbakala-01-432rm-rp54mp
Pantai Lumintang Bentenan Ratahan,"XVXR+MJM, Bentenan Satu, Pusomaen, Kabupaten Minahasa Tenggara, Sulawesi Utara 95997, Indonesia",Kabupaten Minahasa Tenggara,Sulawesi Utara,"Pantai Lumintang terletak di Kabupaten Minahasa Tenggara, Sulawesi Utara, dan merupakan destinasi wisata pantai yang menawarkan keindahan alam yang memukau. Pantai ini dikenal dengan pasir putihnya yang bersih, air laut yang jernih, dan suasana yang menenangkan.",https://beautyofindonesia.com/id/wisata/wisata-alam/pantai-lumintang
Taman Budaya Hasan Bahasyuan Masigi,"55Q9+F32, Jl. Telkom, Masigi, Kec. Parigi, Kabupaten Parigi Moutong, Sulawesi Tengah 94471, Indonesia",Kabupaten Parigi Moutong,Sulawesi Tengah,"Pada tanggal 11 Maret 2002 dilaksanakan rapat Paripurna pembahasan pembentukan 19 Kabupaten dan tiga Kota di Indonesia, salah satunya yang dibahas dalam rapat Paripurna tersebut adalah pembentukan Kabupaten Parigi Moutong. Puncaknya pada tanggal 10 April 2002 DPR RI mensahkan Undang-Undang Republik Indonesia Nomor 10 Tahun 2002, tentang pembentukan Kabupaten Parigi Moutong di Provinsi Sulawesi Tengah dalam lembaran Negara Republik Indonesia Tahun 2002 Nomor 23, tambahan lembaran Negara Republik Indonesia Nomor 4185. Akhirnya pada tanggal 10 Juli 2002, Gubernur Sulawesi Tengah Prof. Drs. H...",https://id.wikipedia.org/wiki/Kabupaten_Parigi_Moutong
